date,supplies,postcode
5/20/2019,9,2076
5/21/2019,8,2566
5/22/2019,6,2477
5/23/2019,5,2340
5/24/2019,10,2153
5/25/2019,7,4070
5/26/2019,9,3806
5/27/2019,9,2099
5/28/2019,5,4507
5/29/2019,10,2155
5/30/2019,8,4070
5/31/2019,12,2114
6/1/2019,12,2049
6/2/2019,8,2164
6/3/2019,1,2360
6/4/2019,10,2213
6/5/2019,10,3181
6/6/2019,10,3194
6/7/2019,6,2262
6/8/2019,8,3138
6/9/2019,8,2529
6/10/2019,7,4173
6/11/2019,12,2073
6/12/2019,2,4301
6/13/2019,3,4825
6/14/2019,10,2227
6/15/2019,7,4020
6/16/2019,9,2176
6/17/2019,9,4223
6/18/2019,9,4152
6/19/2019,6,4127
6/20/2019,9,2300
6/21/2019,10,3040
6/22/2019,5,2284
6/23/2019,5,3219
6/24/2019,10,2508
6/25/2019,10,2099
6/26/2019,12,3149
6/27/2019,7,3023
6/28/2019,9,3025
6/29/2019,8,3172
6/30/2019,9,2064
7/1/2019,11,3147
7/2/2019,10,2065
7/3/2019,10,2222
7/4/2019,10,2016
7/5/2019,9,2015
7/6/2019,8,4034
7/7/2019,9,2147
7/8/2019,9,2065
7/9/2019,7,3074
7/10/2019,9,2200
7/11/2019,11,2038
7/12/2019,8,2533
7/13/2019,8,2758
7/14/2019,7,4209
7/15/2019,7,4178
7/16/2019,6,2573
7/17/2019,7,4179
7/18/2019,7,4159
7/19/2019,5,4131
7/20/2019,7,4128
7/21/2019,7,2142
7/22/2019,5,4034
7/23/2019,6,2259
7/24/2019,11,4218
7/25/2019,6,3807
7/26/2019,7,2150
7/27/2019,10,2190
7/28/2019,11,2065
7/29/2019,5,2285
7/30/2019,6,4879
7/31/2019,9,2176
8/1/2019,8,2500
8/2/2019,8,2560
8/3/2019,11,3181
8/4/2019,12,2041
8/5/2019,8,4051
8/6/2019,8,3082
8/7/2019,7,3802
8/8/2019,8,2298
8/9/2019,10,2768
8/10/2019,11,2154
8/11/2019,5,3024
8/12/2019,5,4118
8/13/2019,3,4210
8/14/2019,8,3046
8/15/2019,10,2178
8/16/2019,9,3161
8/17/2019,6,4879
8/18/2019,10,2154
8/19/2019,10,2145
8/20/2019,8,2147
8/21/2019,7,3240
8/22/2019,9,2170
8/23/2019,10,2040
8/24/2019,10,4211
8/25/2019,10,2144
8/26/2019,9,2261
8/27/2019,4,4207
8/28/2019,7,4019
8/29/2019,11,2032
8/30/2019,7,3075
8/31/2019,7,2760
9/1/2019,1,4570
9/2/2019,9,2508
9/3/2019,9,4223
9/4/2019,11,2073
9/5/2019,11,2076
9/6/2019,5,3174
9/7/2019,8,2280
9/8/2019,11,2206
9/9/2019,1,2671
9/10/2019,10,2219
9/11/2019,4,3216
9/12/2019,3,4455
9/13/2019,7,4178
9/14/2019,7,3043
9/15/2019,7,2165
9/16/2019,8,2164
9/17/2019,5,4165
9/18/2019,6,3029
9/19/2019,10,4060
9/20/2019,10,2165
9/21/2019,6,4034
9/22/2019,1,3690
9/23/2019,9,2148
9/24/2019,8,3028
9/25/2019,10,3156
9/26/2019,8,2573
9/27/2019,8,2761
9/28/2019,1,4650
9/29/2019,7,2540
9/30/2019,8,4014
10/1/2019,11,2036
10/2/2019,8,2250
10/3/2019,10,2208
10/4/2019,7,3160
10/5/2019,6,3754
10/6/2019,2,4814
10/7/2019,5,4017
10/8/2019,5,4118
10/9/2019,9,2530
10/10/2019,6,4370
10/11/2019,9,3195
10/12/2019,2,4655
10/13/2019,7,3023
10/14/2019,9,2145
10/15/2019,7,2560
10/16/2019,7,2444
10/17/2019,1,2880
10/18/2019,12,2063
10/19/2019,7,3806
10/20/2019,8,2114
10/21/2019,9,2102
10/22/2019,10,2120
10/23/2019,7,3101
10/24/2019,9,2770
10/25/2019,11,2203
10/26/2019,9,2166
10/27/2019,8,2560
10/28/2019,7,4551
10/29/2019,9,4171
10/30/2019,11,2093
10/31/2019,7,4055
11/1/2019,6,4165
11/2/2019,9,2566
11/3/2019,9,3046
11/4/2019,7,2760
11/5/2019,9,4060
11/6/2019,11,2112
11/7/2019,11,2207
11/8/2019,1,2880
11/9/2019,8,2300
11/10/2019,2,4341
11/11/2019,4,3250
11/12/2019,11,2087
11/13/2019,6,4655
11/14/2019,12,2033
11/15/2019,10,3111
11/16/2019,10,2118
11/17/2019,5,4070
11/18/2019,6,2760
11/19/2019,10,3071
11/20/2019,2,4825
11/21/2019,6,4551
11/22/2019,7,3342
11/23/2019,9,2262
11/24/2019,4,4205
11/25/2019,10,2190
11/26/2019,2,3500
11/27/2019,9,2138
11/28/2019,2,3523
11/29/2019,7,4161
11/30/2019,7,3023
12/1/2019,8,2567
12/2/2019,5,2340
12/3/2019,11,2153
12/4/2019,8,2177
12/5/2019,3,2350
12/6/2019,4,4209
12/7/2019,7,2264
12/8/2019,11,2046
12/9/2019,10,2009
12/10/2019,7,2785
12/11/2019,7,2560
12/12/2019,10,2234
12/13/2019,8,2207
12/14/2019,10,2117
12/15/2019,7,2261
12/16/2019,2,3995
12/17/2019,5,3351
12/18/2019,4,4503
12/19/2019,7,3029
12/20/2019,9,2323
12/21/2019,6,3000
12/22/2019,8,3156
12/23/2019,9,2214
12/24/2019,7,4160
12/25/2019,3,2380
12/26/2019,7,2430
12/27/2019,2,2462
12/28/2019,8,3076
12/29/2019,9,3015
12/30/2019,2,2650
12/31/2019,8,2000
1/1/2020,1,4670
1/2/2020,5,3677
1/3/2020,11,2121
1/4/2020,11,2107
1/5/2020,11,2007
1/6/2020,8,3041
1/7/2020,5,2705
1/8/2020,5,3177
1/9/2020,10,2061
1/10/2020,3,4812
1/11/2020,11,2010
1/12/2020,10,2075
1/13/2020,9,2233
1/14/2020,3,2470
1/15/2020,9,2171
1/16/2020,7,2548
1/17/2020,11,2159
1/18/2020,7,4509
1/19/2020,9,3184
1/20/2020,1,3260
1/21/2020,11,2099
1/22/2020,7,4216
1/23/2020,8,2138
1/24/2020,9,2534
1/25/2020,7,4565
1/26/2020,8,2032
1/27/2020,5,4812
1/28/2020,10,2034
1/29/2020,10,4218
1/30/2020,11,2102
1/31/2020,12,2021
2/1/2020,5,3977
2/2/2020,4,2870
2/3/2020,9,2197
2/4/2020,6,4152
2/5/2020,7,2280
2/6/2020,10,4217
2/7/2020,8,2204
2/8/2020,9,3910
2/9/2020,9,4116
2/10/2020,7,2315
2/11/2020,12,2066
2/12/2020,11,3146
2/13/2020,9,3185
2/14/2020,1,3618
2/15/2020,10,2093
2/16/2020,10,3071
2/17/2020,12,3127
2/18/2020,6,2287
2/19/2020,7,4507
2/20/2020,10,2218
2/21/2020,9,2450
2/22/2020,11,2087
2/23/2020,7,3000
2/24/2020,7,2580
2/25/2020,9,2162
2/26/2020,9,2147
2/27/2020,8,2780
2/28/2020,3,4570
