date,supplies
3/17/2017,3377
3/18/2017,3207
3/19/2017,2770
3/20/2017,2760
3/21/2017,3130
3/22/2017,2320
3/23/2017,2010
3/24/2017,3065
3/25/2017,3141
3/26/2017,2141
3/27/2017,2769
3/28/2017,2048
3/29/2017,4075
3/30/2017,3029
3/31/2017,4226
4/1/2017,2120
4/2/2017,4500
4/3/2017,2211
4/4/2017,2295
4/5/2017,2099
4/6/2017,3124
4/7/2017,2770
4/8/2017,3107
4/9/2017,2049
4/10/2017,3121
4/11/2017,2099
4/12/2017,3015
4/13/2017,2300
4/14/2017,3149
4/15/2017,2021
4/16/2017,3140
4/17/2017,2650
4/18/2017,2760
4/19/2017,2560
4/20/2017,2093
4/21/2017,3181
4/22/2017,4350
4/23/2017,2450
4/24/2017,3337
4/25/2017,2142
4/26/2017,2068
4/27/2017,2282
4/28/2017,2165
4/29/2017,4270
4/30/2017,3156
5/1/2017,2770
5/2/2017,3103
5/3/2017,2300
5/4/2017,2487
5/5/2017,2770
5/6/2017,3163
5/7/2017,2089
5/8/2017,2323
5/9/2017,2155
5/10/2017,2077
5/11/2017,4300
5/12/2017,2044
5/13/2017,4034
5/14/2017,2564
5/15/2017,4154
5/16/2017,2031
5/17/2017,2460
5/18/2017,3757
5/19/2017,2099
5/20/2017,2750
5/21/2017,2770
5/22/2017,2086
5/23/2017,2070
5/24/2017,2200
5/25/2017,2047
5/26/2017,4810
5/27/2017,2486
5/28/2017,3043
5/29/2017,4221
5/30/2017,2044
5/31/2017,4211
6/1/2017,2316
6/2/2017,3179
6/3/2017,2067
6/4/2017,2089
6/5/2017,4115
6/6/2017,2756
6/7/2017,2777
6/8/2017,2761
6/9/2017,2121
6/10/2017,2046
6/11/2017,2528
6/12/2017,3064
6/13/2017,2018
6/14/2017,2481
6/15/2017,2145
6/16/2017,2763
6/17/2017,4818
6/18/2017,2075
6/19/2017,3082
6/20/2017,3189
6/21/2017,2250
6/22/2017,2880
6/23/2017,2530
6/24/2017,4301
6/25/2017,2170
6/26/2017,2170
6/27/2017,2211
6/28/2017,2452
6/29/2017,2480
6/30/2017,3195
7/1/2017,3175
7/2/2017,3198
7/3/2017,3184
7/4/2017,3106
7/5/2017,2075
7/6/2017,3350
7/7/2017,2763
7/8/2017,4868
7/9/2017,4220
7/10/2017,4118
7/11/2017,4551
7/12/2017,4121
7/13/2017,2299
7/14/2017,4060
7/15/2017,4210
7/16/2017,2440
7/17/2017,3166
7/18/2017,2259
7/19/2017,4005
7/20/2017,3933
7/21/2017,2044
7/22/2017,4883
7/23/2017,2081
7/24/2017,4702
7/25/2017,4570
7/26/2017,3810
7/27/2017,2471
7/28/2017,2199
7/29/2017,2223
7/30/2017,3046
7/31/2017,4005
8/1/2017,2200
8/2/2017,4114
8/3/2017,4207
8/4/2017,2539
8/5/2017,4157
8/6/2017,2119
8/7/2017,2233
8/8/2017,3148
8/9/2017,4211
8/10/2017,4105
8/11/2017,3175
8/12/2017,3064
8/13/2017,3437
8/14/2017,2117
8/15/2017,3037
8/16/2017,3032
8/17/2017,2765
8/18/2017,2166
8/19/2017,2259
8/20/2017,2529
8/21/2017,4300
8/22/2017,2537
8/23/2017,3031
8/24/2017,2029
8/25/2017,2114
8/26/2017,2023
8/27/2017,2320
8/28/2017,2010
8/29/2017,4301
8/30/2017,4014
8/31/2017,2763
9/1/2017,2760
9/2/2017,2064
9/3/2017,2127
9/4/2017,3106
9/5/2017,3442
9/6/2017,2204
9/7/2017,3140
9/8/2017,3030
9/9/2017,2250
9/10/2017,3053
9/11/2017,3181
9/12/2017,2760
9/13/2017,3195
9/14/2017,3163
9/15/2017,2106
9/16/2017,2216
9/17/2017,2199
9/18/2017,2036
9/19/2017,3071
9/20/2017,2234
9/21/2017,2066
9/22/2017,2830
9/23/2017,3429
9/24/2017,2138
9/25/2017,2763
9/26/2017,2250
9/27/2017,4212
9/28/2017,4285
9/29/2017,4556
9/30/2017,3023
10/1/2017,2144
10/2/2017,2155
10/3/2017,2470
10/4/2017,2166
10/5/2017,3179
10/6/2017,2216
10/7/2017,2529
10/8/2017,2478
10/9/2017,2560
10/10/2017,3805
10/11/2017,2767
10/12/2017,2096
10/13/2017,3250
10/14/2017,4115
10/15/2017,2065
10/16/2017,4214
10/17/2017,2745
10/18/2017,3140
10/19/2017,2567
10/20/2017,2228
10/21/2017,4870
10/22/2017,3175
10/23/2017,4116
10/24/2017,2166
10/25/2017,3056
10/26/2017,2155
10/27/2017,2164
10/28/2017,4510
10/29/2017,4304
10/30/2017,2230
10/31/2017,2541
11/1/2017,4305
11/2/2017,4207
11/3/2017,3183
11/4/2017,3079
11/5/2017,2125
11/6/2017,2168
11/7/2017,2000
11/8/2017,4510
11/9/2017,2763
11/10/2017,2010
11/11/2017,4211
11/12/2017,4455
11/13/2017,2217
11/14/2017,3147
11/15/2017,4511
11/16/2017,2761
11/17/2017,2077
11/18/2017,3677
11/19/2017,3338
11/20/2017,2546
11/21/2017,2010
11/22/2017,2260
11/23/2017,2428
11/24/2017,4275
11/25/2017,4870
11/26/2017,3802
11/27/2017,2031
11/28/2017,2022
11/29/2017,3216
11/30/2017,2166
12/1/2017,2530
12/2/2017,4350
12/3/2017,4509
12/4/2017,3064
12/5/2017,2234
12/6/2017,3107
12/7/2017,3806
12/8/2017,3072
12/9/2017,3551
12/10/2017,2220
12/11/2017,2261
12/12/2017,2323
12/13/2017,3132
12/14/2017,2250
12/15/2017,3068
12/16/2017,2126
12/17/2017,2099
12/18/2017,2798
12/19/2017,2176
12/20/2017,3939
12/21/2017,3024
12/22/2017,2761
12/23/2017,2773
12/24/2017,4305
12/25/2017,3910
12/26/2017,4116
12/27/2017,2567
12/28/2017,2760
12/29/2017,4504
12/30/2017,3020
12/31/2017,3021
1/1/2018,4508
1/2/2018,3042
1/3/2018,2151
1/4/2018,3141
1/5/2018,2290
1/6/2018,2170
1/7/2018,4301
1/8/2018,4870
1/9/2018,2101
1/10/2018,2135
1/11/2018,2323
1/12/2018,4014
1/13/2018,4118
1/14/2018,4017
1/15/2018,2770
1/16/2018,4818
1/17/2018,4670
1/18/2018,2170
1/19/2018,4305
1/20/2018,2112
1/21/2018,3162
1/22/2018,2194
1/23/2018,2620
1/24/2018,3805
1/25/2018,3156
1/26/2018,3805
1/27/2018,4152
1/28/2018,4118
1/29/2018,2196
1/30/2018,2304
1/31/2018,2763
2/1/2018,2195
2/2/2018,2560
2/3/2018,2500
2/4/2018,3048
2/5/2018,3048
2/6/2018,3620
2/7/2018,4702
2/8/2018,4503
2/9/2018,3149
2/10/2018,2502
2/11/2018,2566
2/12/2018,2880
2/13/2018,2096
2/14/2018,2250
2/15/2018,3195
2/16/2018,2226
2/17/2018,3024
2/18/2018,2040
2/19/2018,4151
2/20/2018,2036
2/21/2018,3000
2/22/2018,3807
2/23/2018,2010
2/24/2018,2428
2/25/2018,3199
2/26/2018,2519
2/27/2018,3141
2/28/2018,2220
3/1/2018,4055
3/2/2018,4034
3/3/2018,2200
3/4/2018,2021
3/5/2018,2486
3/6/2018,2565
3/7/2018,2454
3/8/2018,4170
3/9/2018,3201
3/10/2018,2224
3/11/2018,3138
3/12/2018,2121
3/13/2018,2151
3/14/2018,2166
3/15/2018,2745
3/16/2018,2017
3/17/2018,3155
3/18/2018,4215
3/19/2018,3027
3/20/2018,3138
3/21/2018,2326
3/22/2018,4655
3/23/2018,3690
3/24/2018,2040
3/25/2018,3072
3/26/2018,3756
3/27/2018,2085
3/28/2018,4161
3/29/2018,2756
3/30/2018,2147
3/31/2018,2642
4/1/2018,2074
4/2/2018,3165
4/3/2018,2196
4/4/2018,2320
4/5/2018,3173
4/6/2018,2150
4/7/2018,3085
4/8/2018,4205
4/9/2018,3936
4/10/2018,4280
4/11/2018,3995
4/12/2018,2519
4/13/2018,4870
4/14/2018,2077
4/15/2018,3977
4/16/2018,2031
4/17/2018,3796
4/18/2018,4208
4/19/2018,4130
4/20/2018,2767
4/21/2018,2071
4/22/2018,4122
4/23/2018,4022
4/24/2018,2153
4/25/2018,2075
4/26/2018,2821
4/27/2018,3620
4/28/2018,4053
4/29/2018,3024
4/30/2018,3083
5/1/2018,2065
5/2/2018,3079
5/3/2018,4869
5/4/2018,2122
5/5/2018,4390
5/6/2018,2122
5/7/2018,4503
5/8/2018,2477
5/9/2018,2029
5/10/2018,4055
5/11/2018,4030
5/12/2018,2021
5/13/2018,3083
5/14/2018,2154
5/15/2018,3977
5/16/2018,3108
5/17/2018,2880
5/18/2018,3012
5/19/2018,3029
5/20/2018,3085
5/21/2018,3070
5/22/2018,3023
5/23/2018,3141
5/24/2018,3169
5/25/2018,3199
5/26/2018,2527
5/27/2018,2306
5/28/2018,3793
5/29/2018,2760
5/30/2018,4011
5/31/2018,3168
6/1/2018,3915
6/2/2018,3083
6/3/2018,2145
6/4/2018,4007
6/5/2018,3350
6/6/2018,3029
6/7/2018,2325
6/8/2018,4300
6/9/2018,2193
6/10/2018,2089
6/11/2018,2170
6/12/2018,4701
6/13/2018,3128
6/14/2018,4031
6/15/2018,2322
6/16/2018,2093
6/17/2018,4740
6/18/2018,4075
6/19/2018,2745
6/20/2018,4221
6/21/2018,2135
6/22/2018,2204
6/23/2018,3038
6/24/2018,2095
6/25/2018,2869
6/26/2018,3175
6/27/2018,2170
6/28/2018,3068
6/29/2018,2226
6/30/2018,3616
7/1/2018,3175
7/2/2018,2120
7/3/2018,2074
7/4/2018,4750
7/5/2018,2021
7/6/2018,4105
7/7/2018,2170
7/8/2018,2113
7/9/2018,4350
7/10/2018,2099
7/11/2018,2759
7/12/2018,3057
7/13/2018,3059
7/14/2018,3977
7/15/2018,2086
7/16/2018,2770
7/17/2018,2075
7/18/2018,3153
7/19/2018,2113
7/20/2018,2042
7/21/2018,2130
7/22/2018,3350
7/23/2018,3810
7/24/2018,2154
7/25/2018,3213
7/26/2018,3064
7/27/2018,3153
7/28/2018,2176
7/29/2018,2280
7/30/2018,2017
7/31/2018,3130
8/1/2018,4122
8/2/2018,2204
8/3/2018,2170
8/4/2018,4740
8/5/2018,2062
8/6/2018,4124
8/7/2018,2295
8/8/2018,4343
8/9/2018,4505
8/10/2018,2768
8/11/2018,2200
8/12/2018,3862
8/13/2018,2010
8/14/2018,3137
8/15/2018,2880
8/16/2018,3029
8/17/2018,3109
8/18/2018,2042
8/19/2018,2094
8/20/2018,4213
8/21/2018,3155
8/22/2018,2870
8/23/2018,2763
8/24/2018,3337
8/25/2018,4300
8/26/2018,2770
8/27/2018,2030
8/28/2018,3219
8/29/2018,2220
8/30/2018,2020
8/31/2018,2000
9/1/2018,4820
9/2/2018,4820
9/3/2018,4209
9/4/2018,2775
9/5/2018,3610
9/6/2018,2107
9/7/2018,2030
9/8/2018,2281
9/9/2018,3228
9/10/2018,2093
9/11/2018,4370
9/12/2018,4300
9/13/2018,3071
9/14/2018,2880
9/15/2018,3196
9/16/2018,2200
9/17/2018,4214
9/18/2018,3056
9/19/2018,2205
9/20/2018,3161
9/21/2018,4102
9/22/2018,3121
9/23/2018,4207
9/24/2018,2160
9/25/2018,3181
9/26/2018,2173
9/27/2018,2176
9/28/2018,4154
9/29/2018,4825
9/30/2018,2300
10/1/2018,2766
10/2/2018,2144
10/3/2018,3677
10/4/2018,2564
10/5/2018,4670
10/6/2018,2076
10/7/2018,4165
10/8/2018,2047
10/9/2018,2060
10/10/2018,2160
10/11/2018,2216
10/12/2018,2121
10/13/2018,4213
10/14/2018,3082
10/15/2018,3146
10/16/2018,3977
10/17/2018,3799
10/18/2018,3129
10/19/2018,3786
10/20/2018,4061
10/21/2018,2088
10/22/2018,2705
10/23/2018,2261
10/24/2018,2291
10/25/2018,3134
10/26/2018,3196
10/27/2018,3021
10/28/2018,2131
10/29/2018,2093
10/30/2018,2019
10/31/2018,3174
11/1/2018,2191
11/2/2018,4055
11/3/2018,2147
11/4/2018,2120
11/5/2018,3205
11/6/2018,2142
11/7/2018,2880
11/8/2018,3028
11/9/2018,2100
11/10/2018,4014
11/11/2018,2096
11/12/2018,3015
11/13/2018,4178
11/14/2018,4870
11/15/2018,2049
11/16/2018,3029
11/17/2018,2217
11/18/2018,2160
11/19/2018,2539
11/20/2018,2285
11/21/2018,3155
11/22/2018,3131
11/23/2018,2713
11/24/2018,4125
11/25/2018,4118
11/26/2018,2226
11/27/2018,2155
11/28/2018,3094
11/29/2018,3806
11/30/2018,3122
12/1/2018,2750
12/2/2018,2226
12/3/2018,2850
12/4/2018,2820
12/5/2018,2060
12/6/2018,3500
12/7/2018,4173
12/8/2018,3174
12/9/2018,3149
12/10/2018,4301
12/11/2018,2153
12/12/2018,3073
12/13/2018,2830
12/14/2018,3037
12/15/2018,2221
12/16/2018,3034
12/17/2018,2295
12/18/2018,2380
12/19/2018,3043
12/20/2018,3352
12/21/2018,4868
12/22/2018,3021
12/23/2018,2147
12/24/2018,2120
12/25/2018,4207
12/26/2018,2340
12/27/2018,2210
12/28/2018,4272
12/29/2018,4151
12/30/2018,4670
12/31/2018,2154
1/1/2019,3226
1/2/2019,2096
1/3/2019,4113
1/4/2019,3051
1/5/2019,2196
1/6/2019,3634
1/7/2019,2027
1/8/2019,2076
1/9/2019,2095
1/10/2019,3079
1/11/2019,4350
1/12/2019,2230
1/13/2019,4304
1/14/2019,3121
1/15/2019,2230
1/16/2019,2640
1/17/2019,3803
1/18/2019,4515
1/19/2019,2153
1/20/2019,2101
1/21/2019,2261
1/22/2019,2880
1/23/2019,3095
1/24/2019,2300
1/25/2019,3223
1/26/2019,4069
1/27/2019,4216
1/28/2019,4519
1/29/2019,2620
1/30/2019,2548
1/31/2019,3146
2/1/2019,2136
2/2/2019,2099
2/3/2019,2126
2/4/2019,3195
2/5/2019,3021
2/6/2019,2090
2/7/2019,2033
2/8/2019,2767
2/9/2019,2171
2/10/2019,3976
2/11/2019,3012
2/12/2019,4073
2/13/2019,2100
2/14/2019,2119
2/15/2019,2155
2/16/2019,2122
2/17/2019,3195
2/18/2019,2022
2/19/2019,2194
2/20/2019,3555
2/21/2019,3195
2/22/2019,3031
2/23/2019,2700
2/24/2019,3340
2/25/2019,2019
2/26/2019,2035
2/27/2019,3155
2/28/2019,4825
3/1/2019,2152
3/2/2019,4121
3/3/2019,2211
3/4/2019,2470
3/5/2019,2071
3/6/2019,2101
3/7/2019,2095
3/8/2019,2194
3/9/2019,2471
3/10/2019,4812
3/11/2019,2774
3/12/2019,3123
3/13/2019,2145
3/14/2019,2294
3/15/2019,2007
3/16/2019,2147
3/17/2019,3978
3/18/2019,2705
3/19/2019,3305
3/20/2019,2575
3/21/2019,3072
3/22/2019,2250
3/23/2019,2198
3/24/2019,4509
3/25/2019,4061
3/26/2019,2136
3/27/2019,4670
3/28/2019,4304
3/29/2019,4350
3/30/2019,3046
3/31/2019,2097
4/1/2019,3065
4/2/2019,3023
4/3/2019,2508
4/4/2019,2745
4/5/2019,4680
4/6/2019,2778
4/7/2019,3125
4/8/2019,2101
4/9/2019,2076
4/10/2019,3182
4/11/2019,4730
4/12/2019,4155
4/13/2019,4215
4/14/2019,4505
4/15/2019,4000
4/16/2019,2204
4/17/2019,4074
4/18/2019,2065
4/19/2019,2072
4/20/2019,2570
4/21/2019,4225
4/22/2019,4179
4/23/2019,2566
4/24/2019,3564
4/25/2019,3556
4/26/2019,2570
4/27/2019,4208
4/28/2019,4508
4/29/2019,2795
4/30/2019,2799
5/1/2019,4007
5/2/2019,2177
5/3/2019,2565
5/4/2019,3216
5/5/2019,3805
5/6/2019,2155
5/7/2019,2155
5/8/2019,4128
5/9/2019,3103
5/10/2019,2196
5/11/2019,2763
5/12/2019,2260
5/13/2019,4575
5/14/2019,2065
5/15/2019,2346
5/16/2019,4715
5/17/2019,3174
5/18/2019,3121
5/19/2019,2768
5/20/2019,3183
5/21/2019,2283
5/22/2019,2429
5/23/2019,2065
5/24/2019,3752
5/25/2019,2558
5/26/2019,2548
5/27/2019,2830
5/28/2019,2560
5/29/2019,4555
5/30/2019,3199
5/31/2019,2049
6/1/2019,2038
6/2/2019,2233
6/3/2019,3133
6/4/2019,4211
6/5/2019,3127
6/6/2019,3030
6/7/2019,2759
6/8/2019,4165
6/9/2019,3064
6/10/2019,2193
6/11/2019,3146
6/12/2019,2753
6/13/2019,4306
6/14/2019,2650
6/15/2019,2000
6/16/2019,2830
6/17/2019,2322
6/18/2019,2322
6/19/2019,2763
6/20/2019,2217
6/21/2019,2768
6/22/2019,2810
6/23/2019,2151
6/24/2019,4035
6/25/2019,3805
6/26/2019,2132
6/27/2019,2759
6/28/2019,2145
6/29/2019,4343
6/30/2019,2766
7/1/2019,2087
7/2/2019,2036
7/3/2019,2502
7/4/2019,2190
7/5/2019,2800
7/6/2019,3012
7/7/2019,2018
7/8/2019,3212
7/9/2019,3350
7/10/2019,4216
7/11/2019,3040
7/12/2019,2229
7/13/2019,2045
7/14/2019,2220
7/15/2019,2480
7/16/2019,4064
7/17/2019,2024
7/18/2019,4508
7/19/2019,2064
7/20/2019,4211
7/21/2019,3101
7/22/2019,4076
7/23/2019,2205
7/24/2019,2759
7/25/2019,3930
7/26/2019,3101
7/27/2019,2768
7/28/2019,3380
7/29/2019,3030
7/30/2019,3073
7/31/2019,2261
8/1/2019,2486
8/2/2019,4211
8/3/2019,2152
8/4/2019,2745
8/5/2019,3041
8/6/2019,3216
8/7/2019,4511
8/8/2019,2031
8/9/2019,2176
8/10/2019,2176
8/11/2019,2320
8/12/2019,4500
8/13/2019,2089
8/14/2019,4306
8/15/2019,2066
8/16/2019,3321
8/17/2019,2011
8/18/2019,3161
8/19/2019,2133
8/20/2019,3196
8/21/2019,3350
8/22/2019,2197
8/23/2019,3064
8/24/2019,2753
8/25/2019,3153
8/26/2019,3193
8/27/2019,2147
8/28/2019,2761
8/29/2019,2035
8/30/2019,4573
8/31/2019,3064
9/1/2019,4207
9/2/2019,2120
9/3/2019,2289
9/4/2019,2750
9/5/2019,3747
9/6/2019,2256
9/7/2019,3196
9/8/2019,3165
9/9/2019,4209
9/10/2019,3189
9/11/2019,2204
9/12/2019,4350
9/13/2019,2768
9/14/2019,4078
9/15/2019,2350
9/16/2019,3064
9/17/2019,2023
9/18/2019,3805
9/19/2019,4118
9/20/2019,2821
9/21/2019,3150
9/22/2019,3337
9/23/2019,3072
9/24/2019,2125
9/25/2019,3201
9/26/2019,2075
9/27/2019,2484
9/28/2019,3158
9/29/2019,2250
9/30/2019,3109
10/1/2019,4132
10/2/2019,2765
10/3/2019,2756
10/4/2019,2194
10/5/2019,4212
10/6/2019,2016
10/7/2019,2390
10/8/2019,2505
10/9/2019,2164
10/10/2019,3149
10/11/2019,2806
10/12/2019,2192
10/13/2019,3006
10/14/2019,3191
10/15/2019,2528
10/16/2019,2806
10/17/2019,2232
10/18/2019,3199
10/19/2019,2558
10/20/2019,2060
10/21/2019,2450
10/22/2019,4213
10/23/2019,2176
10/24/2019,2560
10/25/2019,2753
10/26/2019,2257
10/27/2019,4123
10/28/2019,2074
10/29/2019,2144
10/30/2019,3192
10/31/2019,3121
11/1/2019,2321
11/2/2019,2767
11/3/2019,3072
11/4/2019,3064
11/5/2019,2087
11/6/2019,3201
11/7/2019,2500
11/8/2019,4012
11/9/2019,2117
11/10/2019,2034
11/11/2019,2093
11/12/2019,2011
11/13/2019,4034
11/14/2019,3020
11/15/2019,4172
11/16/2019,3977
11/17/2019,4226
11/18/2019,3351
11/19/2019,3142
11/20/2019,2560
11/21/2019,4128
11/22/2019,2280
11/23/2019,3078
11/24/2019,2756
11/25/2019,2077
11/26/2019,2074
11/27/2019,2047
11/28/2019,2850
11/29/2019,3083
11/30/2019,3215
12/1/2019,3083
12/2/2019,4370
12/3/2019,2153
12/4/2019,3152
12/5/2019,2138
12/6/2019,2710
12/7/2019,2099
12/8/2019,3070
12/9/2019,3104
12/10/2019,4116
12/11/2019,2262
12/12/2019,2324
12/13/2019,3977
12/14/2019,2263
12/15/2019,2177
12/16/2019,4208
12/17/2019,4127
12/18/2019,3215
12/19/2019,3145
12/20/2019,2141
12/21/2019,2062
12/22/2019,2118
12/23/2019,2880
12/24/2019,3065
12/25/2019,3199
12/26/2019,2144
12/27/2019,3860
12/28/2019,2046
12/29/2019,2226
12/30/2019,2209
12/31/2019,2135
1/1/2020,2658
1/2/2020,3015
1/3/2020,2428
1/4/2020,2446
1/5/2020,3124
1/6/2020,3810
1/7/2020,3136
1/8/2020,3052
1/9/2020,4306
1/10/2020,2170
1/11/2020,2118
1/12/2020,2209
1/13/2020,3029
1/14/2020,3183
1/15/2020,3754
1/16/2020,3168
1/17/2020,3807
1/18/2020,2206
1/19/2020,3338
1/20/2020,3177
1/21/2020,2121
1/22/2020,4073
1/23/2020,4211
1/24/2020,4163
1/25/2020,4557
1/26/2020,2759
1/27/2020,2220
1/28/2020,2508
1/29/2020,4011
1/30/2020,4720
1/31/2020,4575
2/1/2020,4352
2/2/2020,4817
2/3/2020,4825
2/4/2020,2761
2/5/2020,2145
2/6/2020,2164
2/7/2020,2566
2/8/2020,2560
2/9/2020,2480
2/10/2020,3189
2/11/2020,4270
2/12/2020,4305
2/13/2020,2590
2/14/2020,4812
2/15/2020,3175
2/16/2020,2428
2/17/2020,2165
2/18/2020,2289
2/19/2020,4118
2/20/2020,2226
2/21/2020,2756
2/22/2020,2150
2/23/2020,2478
2/24/2020,3280
2/25/2020,2304
2/26/2020,3046
2/27/2020,2071
2/28/2020,2761
2/29/2020,2327
3/1/2020,2282
3/2/2020,2148
3/3/2020,2550
3/4/2020,2154
3/5/2020,4300
3/6/2020,4509
3/7/2020,3150
3/8/2020,2705
3/9/2020,2558
3/10/2020,2567
3/11/2020,2763
3/12/2020,3178
3/13/2020,3013
3/14/2020,2753
3/15/2020,2165
3/16/2020,4161
3/17/2020,3173
3/18/2020,3057
3/19/2020,2073
3/20/2020,2671
3/21/2020,2877
3/22/2020,4311
3/23/2020,3756
3/24/2020,3064
3/25/2020,2099
3/26/2020,2176
3/27/2020,3192
3/28/2020,2747
3/29/2020,3103
3/30/2020,2539
3/31/2020,4152
4/1/2020,2155
4/2/2020,2156
4/3/2020,2770
4/4/2020,2756
4/5/2020,4680
4/6/2020,2486
4/7/2020,3150
4/8/2020,2768
4/9/2020,2065
4/10/2020,4311
4/11/2020,4218
4/12/2020,3107
4/13/2020,2099
4/14/2020,2777
4/15/2020,2170
4/16/2020,2234
4/17/2020,4178
4/18/2020,2154
4/19/2020,2096
4/20/2020,2223
4/21/2020,3939
4/22/2020,4078
4/23/2020,3106
4/24/2020,3089
4/25/2020,2750
4/26/2020,2768
4/27/2020,2085
4/28/2020,2111
4/29/2020,4350
4/30/2020,2036
5/1/2020,4053
5/2/2020,2126
5/3/2020,4034
5/4/2020,2565
5/5/2020,2223
5/6/2020,3108
5/7/2020,3756
5/8/2020,4017
5/9/2020,4122
5/10/2020,3148
5/11/2020,3030
5/12/2020,4118
5/13/2020,3500
5/14/2020,4163
5/15/2020,2086
5/16/2020,3631
5/17/2020,3802
5/18/2020,3085
5/19/2020,2234
5/20/2020,2506
5/21/2020,2470
5/22/2020,2093
5/23/2020,2770
5/24/2020,3106
5/25/2020,2747
5/26/2020,2069
5/27/2020,2170
5/28/2020,3977
5/29/2020,2526
5/30/2020,3184
5/31/2020,2191
6/1/2020,3934
6/2/2020,2168
6/3/2020,3805
6/4/2020,3187
6/5/2020,2560
6/6/2020,2148
6/7/2020,2114
6/8/2020,3178
6/9/2020,2165
6/10/2020,2126
6/11/2020,2223
6/12/2020,4077
6/13/2020,2148
6/14/2020,4218
6/15/2020,2076
6/16/2020,2428
6/17/2020,2560
6/18/2020,4300
6/19/2020,2209
6/20/2020,3750
6/21/2020,3030
6/22/2020,2088
6/23/2020,3977
6/24/2020,2350
6/25/2020,2540
6/26/2020,3064
6/27/2020,4511
6/28/2020,2756
6/29/2020,4032
6/30/2020,2251
